,date,Country,Businesses_R&D expenditure,Businesses_product development,Consulting Firms_innovation management,Consulting Firms_innovation strategy,Government agencies_government grants,Government agencies_research funding,Innovation Hubs_startup incubation,Innovation Hubs_technology park,Patent Attorneys_patent attorney,Patent Attorneys_patent registration,R&D Employees_R&D jobs,Research Institutions_collaboration with industry,Research Institutions_research grant,Tax Authorities_R&D tax credit,VCs_VC investment,VCs_startup funding,Year,Month,Businesses_R&D expenditure_mean_YTD,Businesses_product development_mean_YTD,Consulting Firms_innovation management_mean_YTD,Consulting Firms_innovation strategy_mean_YTD,Government agencies_government grants_mean_YTD,Government agencies_research funding_mean_YTD,Innovation Hubs_startup incubation_mean_YTD,Innovation Hubs_technology park_mean_YTD,Patent Attorneys_patent attorney_mean_YTD,Patent Attorneys_patent registration_mean_YTD,R&D Employees_R&D jobs_mean_YTD,Research Institutions_collaboration with industry_mean_YTD,Research Institutions_research grant_mean_YTD,Tax Authorities_R&D tax credit_mean_YTD,VCs_VC investment_mean_YTD,VCs_startup funding_mean_YTD
983,2014-03-01,US,0.0,40.0,61.0,34.0,8.0,26.0,27.0,39.0,42.0,14.0,20.0,0.0,33.0,22.0,0.0,78.0,2014,3,8.5,43.0,66.0,24.0,9.0,25.5,0.0,39.5,41.5,11.5,30.5,3.5,36.0,18.5,0.0,74.0
982,2014-03-01,KR,,3.0,,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,2014,3,,2.0,,0.0,,0.0,,21.0,,0.0,,,0.0,0.0,0.0,0.0
981,2014-03-01,JP,,0.0,0.0,0.0,,0.0,,28.0,0.0,,,,3.0,,,4.0,2014,3,,0.0,34.5,0.0,,0.0,,16.5,0.0,,,,2.0,,,0.0
980,2014-03-01,GB,43.0,32.0,61.0,0.0,48.0,77.0,,40.0,0.0,5.0,,,28.0,69.0,10.0,59.0,2014,3,35.5,30.5,72.5,0.0,58.5,73.5,,40.5,0.0,2.0,,,25.0,33.5,10.0,47.0
979,2014-03-01,DE,,0.0,34.0,8.0,0.0,0.0,,15.0,0.0,,0.0,,0.0,,0.0,5.0,2014,3,,0.0,29.5,12.0,0.0,0.0,,42.5,0.0,,8.0,,0.0,,0.0,6.5
977,2014-03-01,CH,,0.0,,0.0,,,,,0.0,,,,3.0,,,,2014,3,,0.0,,0.0,,,,,8.0,,,,2.5,,,
976,2014-03-01,CA,,0.0,,,0.0,67.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,4.0,2014,3,,0.0,,,0.0,51.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,12.0
978,2014-03-01,CN,,8.0,0.0,0.0,,,,,,,,,,,,,2014,3,,7.0,0.0,0.0,,,,,,,,,,,,
984,2014-04-01,CA,,0.0,,,0.0,57.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,4.0,2014,4,,0.0,,,0.0,56.333333333333336,,0.0,0.0,0.0,0.0,,,0.0,0.0,9.333333333333334
985,2014-04-01,CH,,0.0,,0.0,,,,,6.0,,,,6.0,,,,2014,4,,0.0,,0.0,,,,,5.333333333333333,,,,2.6666666666666665,,,
986,2014-04-01,CN,,8.0,0.0,0.0,,,,,,,,,,,,,2014,4,,7.333333333333333,0.0,0.0,,,,,,,,,,,,
987,2014-04-01,DE,,0.0,36.0,4.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,2014,4,,0.0,31.0,10.666666666666666,0.0,0.0,,33.333333333333336,0.0,,5.333333333333333,,0.0,,0.0,6.0
988,2014-04-01,GB,0.0,25.0,63.0,0.0,39.0,58.0,,35.0,0.0,8.0,,,19.0,51.0,4.0,80.0,2014,4,38.0,31.0,68.66666666666667,0.0,55.0,74.66666666666667,,40.333333333333336,0.0,3.0,,,26.0,45.333333333333336,10.0,51.0
989,2014-04-01,JP,,0.0,0.0,0.0,,0.0,,17.0,0.0,,,,0.0,,,0.0,2014,4,,0.0,23.0,0.0,,0.0,,20.333333333333332,0.0,,,,2.3333333333333335,,,1.3333333333333333
990,2014-04-01,KR,,6.0,,0.0,,3.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,2014,4,,2.3333333333333335,,0.0,,0.0,,14.0,,0.0,,,0.0,0.0,0.0,0.0
991,2014-04-01,US,4.0,41.0,74.0,32.0,8.0,25.0,0.0,43.0,44.0,10.0,21.0,0.0,35.0,19.0,0.0,75.0,2014,4,5.666666666666667,42.0,64.33333333333333,27.333333333333332,8.666666666666666,25.666666666666668,9.0,39.333333333333336,41.666666666666664,12.333333333333334,27.0,2.3333333333333335,35.0,19.666666666666668,0.0,75.33333333333333
997,2014-05-01,JP,,0.0,19.0,0.0,,0.0,,0.0,0.0,,,,2.0,,,2.0,2014,5,,0.0,17.25,0.0,,0.0,,19.5,0.0,,,,1.75,,,1.0
998,2014-05-01,KR,,0.0,,0.0,,2.0,,0.0,,0.0,,,2.0,0.0,0.0,0.0,2014,5,,3.25,,0.0,,0.75,,10.5,,0.0,,,0.0,0.0,0.0,0.0
996,2014-05-01,GB,49.0,30.0,65.0,0.0,38.0,71.0,,32.0,0.0,0.0,,,21.0,49.0,0.0,56.0,2014,5,28.5,29.5,67.25,0.0,51.0,70.5,,39.0,0.0,4.25,,,24.25,46.75,8.5,58.25
999,2014-05-01,US,12.0,34.0,65.0,26.0,8.0,24.0,0.0,48.0,41.0,11.0,28.0,0.0,31.0,27.0,0.0,71.0,2014,5,5.25,41.75,66.75,28.5,8.5,25.5,6.75,40.25,42.25,11.75,25.5,1.75,35.0,19.5,0.0,75.25
994,2014-05-01,CN,,12.0,0.0,0.0,,,,,,,,,,,,,2014,5,,7.5,0.0,0.0,,,,,,,,,,,,
992,2014-05-01,CA,,0.0,,,0.0,42.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,2014,5,,0.0,,,0.0,56.5,,0.0,0.0,0.0,0.0,,,0.0,0.0,8.0
995,2014-05-01,DE,,0.0,25.0,14.0,0.0,0.0,,22.0,0.0,,0.0,,0.0,,0.0,0.0,2014,5,,0.0,32.25,9.0,0.0,0.0,,25.0,0.0,,4.0,,0.0,,0.0,4.5
993,2014-05-01,CH,,0.0,,0.0,,,,,7.0,,,,10.0,,,,2014,5,,0.0,,0.0,,,,,5.5,,,,3.5,,,
1000,2014-06-01,CA,,0.0,,,0.0,68.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,10.0,2014,6,,0.0,,,0.0,53.6,,0.0,0.0,0.0,0.0,,,0.0,0.0,6.4
1001,2014-06-01,CH,,0.0,,0.0,,,,,11.0,,,,0.0,,,,2014,6,,0.0,,0.0,,,,,5.8,,,,4.8,,,
1002,2014-06-01,CN,,0.0,0.0,0.0,,,,,,,,,,,,,2014,6,,8.4,0.0,0.0,,,,,,,,,,,,
1003,2014-06-01,DE,,0.0,41.0,20.0,0.0,0.0,,32.0,0.0,,37.0,,0.0,,0.0,9.0,2014,6,,0.0,30.8,10.0,0.0,0.0,,24.4,0.0,,3.2,,0.0,,0.0,3.6
1004,2014-06-01,GB,66.0,26.0,51.0,0.0,48.0,65.0,,39.0,0.0,0.0,,,25.0,51.0,0.0,51.0,2014,6,32.6,29.6,66.8,0.0,48.4,70.6,,37.6,0.0,3.4,,,23.6,47.2,6.8,57.8
1005,2014-06-01,JP,,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,4.0,,,6.0,2014,6,,0.0,17.6,0.0,,0.0,,15.6,0.0,,,,1.8,,,1.2
1006,2014-06-01,KR,,4.0,,0.0,,3.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,2014,6,,2.6,,0.0,,1.0,,8.4,,0.0,,,0.4,0.0,0.0,0.0
1007,2014-06-01,US,7.0,35.0,52.0,24.0,6.0,19.0,41.0,41.0,40.0,11.0,19.0,0.0,24.0,22.0,0.0,80.0,2014,6,6.6,40.2,66.4,28.0,8.4,25.2,5.4,41.8,42.0,11.6,26.0,1.4,34.2,21.0,0.0,74.4
1013,2014-07-01,JP,,0.0,45.0,0.0,,0.0,,0.0,0.0,,,,4.0,,,0.0,2014,7,,0.0,14.666666666666666,0.0,,0.0,,13.0,0.0,,,,2.1666666666666665,,,2.0
1015,2014-07-01,US,0.0,35.0,73.0,24.0,7.0,19.0,26.0,46.0,44.0,10.0,24.0,9.0,27.0,26.0,0.0,71.0,2014,7,6.666666666666667,39.333333333333336,64.0,27.333333333333332,8.0,24.166666666666668,11.333333333333334,41.666666666666664,41.666666666666664,11.5,24.833333333333332,1.1666666666666667,32.5,21.166666666666668,0.0,75.33333333333333
1014,2014-07-01,KR,,4.0,,1.0,,3.0,,0.0,,0.0,,,4.0,0.0,0.0,0.0,2014,7,,2.8333333333333335,,0.0,,1.3333333333333333,,7.0,,0.0,,,0.3333333333333333,0.0,0.0,0.0
1012,2014-07-01,GB,61.0,22.0,43.0,0.0,43.0,60.0,,41.0,0.0,0.0,,,19.0,59.0,5.0,36.0,2014,7,38.166666666666664,29.0,64.16666666666667,0.0,48.333333333333336,69.66666666666667,,37.833333333333336,0.0,2.8333333333333335,,,23.833333333333332,47.833333333333336,5.666666666666667,56.666666666666664
1011,2014-07-01,DE,,0.0,36.0,4.0,0.0,0.0,,17.0,0.0,,0.0,,0.0,,0.0,6.0,2014,7,,0.0,32.5,11.666666666666666,0.0,0.0,,25.666666666666668,0.0,,8.833333333333334,,0.0,,0.0,4.5
1010,2014-07-01,CN,,0.0,0.0,0.0,,,,,,,,,,,,,2014,7,,7.0,0.0,0.0,,,,,,,,,,,,
1009,2014-07-01,CH,,0.0,,0.0,,,,,0.0,,,,0.0,,,,2014,7,,0.0,,0.0,,,,,6.666666666666667,,,,4.0,,,
1008,2014-07-01,CA,,0.0,,,0.0,43.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,2014,7,,0.0,,,0.0,56.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,7.0
1016,2014-08-01,CA,,0.0,,,0.0,68.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,10.0,2014,8,,0.0,,,0.0,54.142857142857146,,0.0,0.0,0.0,0.0,,,0.0,0.0,6.0
1017,2014-08-01,CH,,0.0,,0.0,,,,,0.0,,,,0.0,,,,2014,8,,0.0,,0.0,,,,,5.714285714285714,,,,3.4285714285714284,,,
1018,2014-08-01,CN,,13.0,0.0,0.0,,,,,,,,,,,,,2014,8,,6.0,0.0,0.0,,,,,,,,,,,,
1019,2014-08-01,DE,,0.0,30.0,6.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,20.0,2014,8,,0.0,33.0,10.571428571428571,0.0,0.0,,24.428571428571427,0.0,,7.571428571428571,,0.0,,0.0,4.714285714285714
1020,2014-08-01,GB,23.0,20.0,49.0,0.0,40.0,56.0,,32.0,0.0,5.0,,,17.0,18.0,9.0,87.0,2014,8,41.42857142857143,28.0,61.142857142857146,0.0,47.57142857142857,68.28571428571429,,38.285714285714285,0.0,2.4285714285714284,,,23.142857142857142,49.42857142857143,5.571428571428571,53.714285714285715
1021,2014-08-01,JP,,0.0,0.0,0.0,,0.0,,23.0,0.0,,,,0.0,,,0.0,2014,8,,0.0,19.0,0.0,,0.0,,11.142857142857142,0.0,,,,2.4285714285714284,,,1.7142857142857142
1022,2014-08-01,KR,,2.0,,0.0,,0.0,,0.0,,0.0,,,1.0,0.0,0.0,0.0,2014,8,,3.0,,0.14285714285714285,,1.5714285714285714,,6.0,,0.0,,,0.8571428571428571,0.0,0.0,0.0
1023,2014-08-01,US,5.0,33.0,64.0,21.0,7.0,26.0,0.0,44.0,34.0,9.0,30.0,14.0,27.0,25.0,0.0,72.0,2014,8,5.714285714285714,38.714285714285715,65.28571428571429,26.857142857142858,7.857142857142857,23.428571428571427,13.428571428571429,42.285714285714285,42.0,11.285714285714286,24.714285714285715,2.2857142857142856,31.714285714285715,21.857142857142858,0.0,74.71428571428571
1030,2014-09-01,KR,,5.0,,0.0,,3.0,,25.0,,0.0,,,4.0,0.0,0.0,0.0,2014,9,,2.875,,0.125,,1.375,,5.25,,0.0,,,0.875,0.0,0.0,0.0
1029,2014-09-01,JP,,0.0,17.0,0.0,,0.0,,35.0,0.0,,,,4.0,,,3.0,2014,9,,0.0,16.625,0.0,,0.0,,12.625,0.0,,,,2.125,,,1.5
1028,2014-09-01,GB,34.0,28.0,53.0,0.0,38.0,72.0,,36.0,0.0,6.0,,,27.0,45.0,10.0,32.0,2014,9,39.125,27.0,59.625,0.0,46.625,66.75,,37.5,0.0,2.75,,,22.375,45.5,6.0,57.875
1031,2014-09-01,US,13.0,43.0,76.0,29.0,8.0,27.0,40.0,42.0,38.0,6.0,30.0,11.0,36.0,12.0,0.0,82.0,2014,9,5.625,38.0,65.125,26.125,7.75,23.75,11.75,42.5,41.0,11.0,25.375,3.75,31.125,22.25,0.0,74.375
1027,2014-09-01,DE,,0.0,31.0,12.0,0.0,0.0,,38.0,0.0,,0.0,,0.0,,0.0,0.0,2014,9,,0.0,32.625,10.0,0.0,0.0,,21.375,0.0,,6.625,,0.0,,0.0,6.625
1025,2014-09-01,CH,,0.0,,0.0,,,,,0.0,,,,0.0,,,,2014,9,,0.0,,0.0,,,,,5.0,,,,3.0,,,
1024,2014-09-01,CA,,0.0,,,0.0,66.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,16.0,2014,9,,0.0,,,0.0,55.875,,0.0,0.0,0.0,0.0,,,0.0,0.0,6.5
1026,2014-09-01,CN,,40.0,0.0,0.0,,,,,,,,,,,,,2014,9,,6.875,0.0,0.0,,,,,,,,,,,,
1032,2014-10-01,CA,,0.0,,,0.0,59.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,2014,10,,0.0,,,0.0,57.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,7.555555555555555
1033,2014-10-01,CH,,0.0,,0.0,,,,,9.0,,,,5.0,,,,2014,10,,0.0,,0.0,,,,,4.444444444444445,,,,2.6666666666666665,,,
1034,2014-10-01,CN,,0.0,0.0,0.0,,,,,,,,,,,,,2014,10,,10.555555555555555,0.0,0.0,,,,,,,,,,,,
1035,2014-10-01,DE,,0.0,25.0,5.0,0.0,0.0,,11.0,0.0,,42.0,,0.0,,0.0,13.0,2014,10,,0.0,32.44444444444444,10.222222222222221,0.0,0.0,,23.22222222222222,0.0,,5.888888888888889,,0.0,,0.0,5.888888888888889
1036,2014-10-01,GB,49.0,35.0,75.0,0.0,47.0,71.0,,35.0,0.0,0.0,,,27.0,49.0,0.0,63.0,2014,10,38.55555555555556,27.11111111111111,58.888888888888886,0.0,45.666666666666664,67.33333333333333,,37.333333333333336,0.0,3.111111111111111,,,22.88888888888889,45.44444444444444,6.444444444444445,55.0
1037,2014-10-01,JP,,0.0,41.0,0.0,,0.0,,0.0,0.0,,,,0.0,,,0.0,2014,10,,0.0,16.666666666666668,0.0,,0.0,,15.11111111111111,0.0,,,,2.3333333333333335,,,1.6666666666666667
1038,2014-10-01,KR,,7.0,,0.0,,6.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,2014,10,,3.111111111111111,,0.1111111111111111,,1.5555555555555556,,7.444444444444445,,0.0,,,1.2222222222222223,0.0,0.0,0.0
1039,2014-10-01,US,0.0,47.0,71.0,31.0,9.0,30.0,0.0,40.0,36.0,12.0,34.0,9.0,38.0,24.0,0.0,82.0,2014,10,6.444444444444445,38.55555555555556,66.33333333333333,26.444444444444443,7.777777777777778,24.11111111111111,14.88888888888889,42.44444444444444,40.666666666666664,10.444444444444445,25.88888888888889,4.555555555555555,31.666666666666668,21.11111111111111,0.0,75.22222222222223
1047,2014-11-01,US,0.0,39.0,80.0,33.0,6.0,25.0,40.0,35.0,37.0,8.0,18.0,17.0,29.0,18.0,0.0,65.0,2014,11,5.8,39.4,66.8,26.9,7.9,24.7,13.4,42.2,40.2,10.6,26.7,5.0,32.3,21.4,0.0,75.9
1046,2014-11-01,KR,,5.0,,1.0,,5.0,,49.0,,0.0,,,0.0,0.0,0.0,0.0,2014,11,,3.5,,0.1,,2.0,,6.7,,0.0,,,1.1,0.0,0.0,0.0
1045,2014-11-01,JP,,0.0,22.0,0.0,,0.0,,0.0,0.0,,,,3.0,,,0.0,2014,11,,0.0,19.1,0.0,,0.0,,13.6,0.0,,,,2.1,,,1.5
1044,2014-11-01,GB,56.0,34.0,80.0,0.0,46.0,75.0,,38.0,0.0,8.0,,,17.0,66.0,4.0,38.0,2014,11,39.6,27.9,60.5,0.0,45.8,67.7,,37.1,0.0,2.8,,,23.3,45.8,5.8,55.8
1043,2014-11-01,DE,,0.0,32.0,12.0,0.0,0.0,,50.0,0.0,,26.0,,0.0,,0.0,8.0,2014,11,,0.0,31.7,9.7,0.0,0.0,,22.0,0.0,,9.5,,0.0,,0.0,6.6
1041,2014-11-01,CH,,0.0,,0.0,,,,,0.0,,,,8.0,,,,2014,11,,0.0,,0.0,,,,,4.9,,,,2.9,,,
1040,2014-11-01,CA,,0.0,,,0.0,67.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,8.0,2014,11,,0.0,,,0.0,57.2,,0.0,0.0,0.0,0.0,,,0.0,0.0,6.8
1042,2014-11-01,CN,,0.0,0.0,0.0,,,,,,,,,,,,,2014,11,,9.5,0.0,0.0,,,,,,,,,,,,
1048,2014-12-01,CA,,0.0,,,0.0,69.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,5.0,2014,12,,0.0,,,0.0,58.09090909090909,,0.0,0.0,0.0,0.0,,,0.0,0.0,6.909090909090909
1049,2014-12-01,CH,,0.0,,0.0,,,,,6.0,,,,7.0,,,,2014,12,,0.0,,0.0,,,,,4.454545454545454,,,,3.3636363636363638,,,
1050,2014-12-01,CN,,20.0,0.0,0.0,,,,,,,,,,,,,2014,12,,8.636363636363637,0.0,0.0,,,,,,,,,,,,
1051,2014-12-01,DE,,0.0,21.0,5.0,0.0,0.0,,0.0,0.0,,16.0,,0.0,,0.0,11.0,2014,12,,0.0,31.727272727272727,9.909090909090908,0.0,0.0,,24.545454545454547,0.0,,11.0,,0.0,,0.0,6.7272727272727275
1052,2014-12-01,GB,100.0,21.0,59.0,0.0,43.0,60.0,,29.0,0.0,0.0,,,19.0,63.0,4.0,59.0,2014,12,41.09090909090909,28.454545454545453,62.27272727272727,0.0,45.81818181818182,68.36363636363636,,37.18181818181818,0.0,3.272727272727273,,,22.727272727272727,47.63636363636363,5.636363636363637,54.18181818181818
1053,2014-12-01,JP,,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,,,0.0,2014,12,,0.0,19.363636363636363,0.0,,0.0,,12.363636363636363,0.0,,,,2.1818181818181817,,,1.3636363636363635
1054,2014-12-01,KR,,4.0,,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,2014,12,,3.6363636363636362,,0.18181818181818182,,2.272727272727273,,10.545454545454545,,0.0,,,1.0,0.0,0.0,0.0
1055,2014-12-01,US,3.0,32.0,56.0,23.0,6.0,19.0,0.0,30.0,32.0,7.0,23.0,9.0,23.0,25.0,0.0,61.0,2014,12,5.2727272727272725,39.36363636363637,68.0,27.454545454545453,7.7272727272727275,24.727272727272727,15.818181818181818,41.54545454545455,39.90909090909091,10.363636363636363,25.90909090909091,6.090909090909091,32.0,21.09090909090909,0.0,74.9090909090909
1062,2015-01-01,KR,,1.0,,0.0,,3.0,,24.0,,0.0,,,0.0,0.0,0.0,0.0,2015,1,,,,,,,,,,,,,,,,
1063,2015-01-01,US,3.0,37.0,66.0,47.0,7.0,21.0,0.0,40.0,36.0,7.0,18.0,0.0,31.0,20.0,0.0,76.0,2015,1,,,,,,,,,,,,,,,,
1061,2015-01-01,JP,,0.0,31.0,0.0,,0.0,,29.0,0.0,,,,2.0,,,4.0,2015,1,,,,,,,,,,,,,,,,
1060,2015-01-01,GB,22.0,34.0,63.0,0.0,52.0,70.0,,36.0,0.0,6.0,,,28.0,0.0,8.0,59.0,2015,1,,,,,,,,,,,,,,,,
1058,2015-01-01,CN,,0.0,0.0,0.0,,,,,,,,,,,,,2015,1,,,,,,,,,,,,,,,,
1057,2015-01-01,CH,,0.0,,0.0,,,,,7.0,,,,4.0,,,,2015,1,,,,,,,,,,,,,,,,
1056,2015-01-01,CA,,0.0,,,0.0,67.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,12.0,2015,1,,,,,,,,,,,,,,,,
1059,2015-01-01,DE,,0.0,28.0,25.0,0.0,0.0,,22.0,0.0,,40.0,,0.0,,0.0,0.0,2015,1,,,,,,,,,,,,,,,,
1071,2015-02-01,US,9.0,44.0,84.0,36.0,6.0,27.0,23.0,36.0,37.0,7.0,23.0,0.0,31.0,35.0,0.0,85.0,2015,2,3.0,37.0,66.0,47.0,7.0,21.0,0.0,40.0,36.0,7.0,18.0,0.0,31.0,20.0,0.0,76.0
1070,2015-02-01,KR,,3.0,,2.0,,0.0,,21.0,,0.0,,,0.0,0.0,0.0,0.0,2015,2,,1.0,,0.0,,3.0,,24.0,,0.0,,,0.0,0.0,0.0,0.0
1068,2015-02-01,GB,54.0,32.0,76.0,0.0,51.0,73.0,,36.0,0.0,0.0,,,26.0,88.0,12.0,81.0,2015,2,22.0,34.0,63.0,0.0,52.0,70.0,,36.0,0.0,6.0,,,28.0,0.0,8.0,59.0
1069,2015-02-01,JP,,0.0,0.0,0.0,,0.0,,64.0,0.0,,,,0.0,,,0.0,2015,2,,0.0,31.0,0.0,,0.0,,29.0,0.0,,,,2.0,,,4.0
1066,2015-02-01,CN,,64.0,0.0,0.0,,,,,,,,,,,,,2015,2,,0.0,0.0,0.0,,,,,,,,,,,,
1065,2015-02-01,CH,,0.0,,0.0,,,,,0.0,,,,5.0,,,,2015,2,,0.0,,0.0,,,,,7.0,,,,4.0,,,
1064,2015-02-01,CA,,0.0,,,0.0,52.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,7.0,2015,2,,0.0,,,0.0,67.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,12.0
1067,2015-02-01,DE,,0.0,31.0,7.0,0.0,0.0,,56.0,0.0,,18.0,,0.0,,0.0,0.0,2015,2,,0.0,28.0,25.0,0.0,0.0,,22.0,0.0,,40.0,,0.0,,0.0,0.0
1078,2015-03-01,KR,,3.0,,0.0,,0.0,,0.0,,0.0,,,2.0,0.0,0.0,0.0,2015,3,,2.0,,1.0,,1.5,,22.5,,0.0,,,0.0,0.0,0.0,0.0
1072,2015-03-01,CA,,0.0,,,0.0,73.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,15.0,2015,3,,0.0,,,0.0,59.5,,0.0,0.0,0.0,0.0,,,0.0,0.0,9.5
1073,2015-03-01,CH,,0.0,,0.0,,,,,6.0,,,,6.0,,,,2015,3,,0.0,,0.0,,,,,3.5,,,,4.5,,,
1074,2015-03-01,CN,,0.0,0.0,0.0,,,,,,,,,,,,,2015,3,,32.0,0.0,0.0,,,,,,,,,,,,
1075,2015-03-01,DE,,0.0,32.0,6.0,0.0,0.0,,24.0,0.0,,0.0,,0.0,,0.0,11.0,2015,3,,0.0,29.5,16.0,0.0,0.0,,39.0,0.0,,29.0,,0.0,,0.0,0.0
1076,2015-03-01,GB,53.0,35.0,65.0,0.0,48.0,84.0,,41.0,0.0,7.0,,,20.0,87.0,6.0,92.0,2015,3,38.0,33.0,69.5,0.0,51.5,71.5,,36.0,0.0,3.0,,,27.0,44.0,10.0,70.0
1077,2015-03-01,JP,,0.0,45.0,0.0,,0.0,,0.0,0.0,,,,6.0,,,4.0,2015,3,,0.0,15.5,0.0,,0.0,,46.5,0.0,,,,1.0,,,2.0
1079,2015-03-01,US,7.0,47.0,65.0,28.0,6.0,27.0,20.0,42.0,41.0,10.0,20.0,0.0,31.0,24.0,0.0,94.0,2015,3,6.0,40.5,75.0,41.5,6.5,24.0,11.5,38.0,36.5,7.0,20.5,0.0,31.0,27.5,0.0,80.5
1087,2015-04-01,US,0.0,46.0,81.0,32.0,7.0,29.0,0.0,44.0,37.0,7.0,38.0,8.0,35.0,30.0,0.0,85.0,2015,4,6.333333333333333,42.666666666666664,71.66666666666667,37.0,6.333333333333333,25.0,14.333333333333334,39.333333333333336,38.0,8.0,20.333333333333332,0.0,31.0,26.333333333333332,0.0,85.0
1086,2015-04-01,KR,,6.0,,1.0,,0.0,,22.0,,0.0,,,8.0,0.0,0.0,0.0,2015,4,,2.3333333333333335,,0.6666666666666666,,1.0,,15.0,,0.0,,,0.6666666666666666,0.0,0.0,0.0
1084,2015-04-01,GB,70.0,33.0,60.0,0.0,37.0,64.0,,36.0,0.0,4.0,,,21.0,63.0,11.0,89.0,2015,4,43.0,33.666666666666664,68.0,0.0,50.333333333333336,75.66666666666667,,37.666666666666664,0.0,4.333333333333333,,,24.666666666666668,58.333333333333336,8.666666666666666,77.33333333333333
1085,2015-04-01,JP,,0.0,43.0,0.0,,0.0,,29.0,0.0,,,,4.0,,,0.0,2015,4,,0.0,25.333333333333332,0.0,,0.0,,31.0,0.0,,,,2.6666666666666665,,,2.6666666666666665
1082,2015-04-01,CN,,100.0,0.0,0.0,,,,,,,,,,,,,2015,4,,21.333333333333332,0.0,0.0,,,,,,,,,,,,
1081,2015-04-01,CH,,0.0,,0.0,,,,,5.0,,,,0.0,,,,2015,4,,0.0,,0.0,,,,,4.333333333333333,,,,5.0,,,
1080,2015-04-01,CA,,0.0,,,0.0,73.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,8.0,2015,4,,0.0,,,0.0,64.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,11.333333333333334
1083,2015-04-01,DE,,0.0,41.0,10.0,0.0,0.0,,49.0,0.0,,18.0,,0.0,,0.0,0.0,2015,4,,0.0,30.333333333333332,12.666666666666666,0.0,0.0,,34.0,0.0,,19.333333333333332,,0.0,,0.0,3.6666666666666665
1088,2015-05-01,CA,,0.0,,,0.0,38.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,10.0,2015,5,,0.0,,,0.0,66.25,,0.0,0.0,0.0,0.0,,,0.0,0.0,10.5
1089,2015-05-01,CH,,0.0,,0.0,,,,,17.0,,,,3.0,,,,2015,5,,0.0,,0.0,,,,,4.5,,,,3.75,,,
1090,2015-05-01,CN,,66.0,0.0,0.0,,,,,,,,,,,,,2015,5,,41.0,0.0,0.0,,,,,,,,,,,,
1091,2015-05-01,DE,,0.0,33.0,6.0,0.0,0.0,,31.0,0.0,,16.0,,0.0,,0.0,0.0,2015,5,,0.0,33.0,12.0,0.0,0.0,,37.75,0.0,,19.0,,0.0,,0.0,2.75
1092,2015-05-01,GB,38.0,29.0,71.0,0.0,35.0,59.0,,28.0,0.0,3.0,,,23.0,47.0,0.0,65.0,2015,5,49.75,33.5,66.0,0.0,47.0,72.75,,37.25,0.0,4.25,,,23.75,59.5,9.25,80.25
1093,2015-05-01,JP,,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,4.0,,,0.0,2015,5,,0.0,29.75,0.0,,0.0,,30.5,0.0,,,,3.0,,,2.0
1094,2015-05-01,KR,,3.0,,0.0,,0.0,,27.0,,0.0,,,1.0,0.0,0.0,0.0,2015,5,,3.25,,0.75,,0.75,,16.75,,0.0,,,2.5,0.0,0.0,0.0
1095,2015-05-01,US,7.0,35.0,65.0,27.0,7.0,22.0,48.0,42.0,37.0,8.0,31.0,0.0,23.0,22.0,0.0,80.0,2015,5,4.75,43.5,74.0,35.75,6.5,26.0,10.75,40.5,37.75,7.75,24.75,2.0,32.0,27.25,0.0,85.0
1103,2015-06-01,US,4.0,37.0,54.0,28.0,6.0,20.0,26.0,42.0,36.0,12.0,38.0,0.0,26.0,22.0,0.0,82.0,2015,6,5.2,41.8,72.2,34.0,6.6,25.2,18.2,40.8,37.6,7.8,26.0,1.6,30.2,26.2,0.0,84.0
